ID,Organisation,Country,Latitude,Longitude
4134,RVSN USSR,Kazakhstan,48.019573,66.923684
4135,US Air Force,USA,37.09024,-95.712891
4136,RVSN USSR,Russia,61.52401,105.318756
4137,RVSN USSR,Kazakhstan,48.019573,66.923684
4138,RVSN USSR,Kazakhstan,48.019573,66.923684
4139,General Dynamics,USA,37.09024,-95.712891
4140,US Air Force,USA,37.09024,-95.712891
4141,RVSN USSR,Kazakhstan,48.019573,66.923684
4142,US Air Force,USA,37.09024,-95.712891
4143,General Dynamics,USA,37.09024,-95.712891
4144,US Air Force,USA,37.09024,-95.712891
4145,General Dynamics,USA,37.09024,-95.712891
4146,US Air Force,USA,37.09024,-95.712891
4147,RVSN USSR,Russia,61.52401,105.318756
4148,US Air Force,USA,37.09024,-95.712891
4149,US Air Force,USA,37.09024,-95.712891
4150,US Air Force,USA,37.09024,-95.712891
4151,US Air Force,USA,37.09024,-95.712891
4152,General Dynamics,USA,37.09024,-95.712891
4153,US Air Force,USA,37.09024,-95.712891
4154,RVSN USSR,Kazakhstan,48.019573,66.923684
4155,US Air Force,USA,37.09024,-95.712891
4156,RVSN USSR,Russia,61.52401,105.318756
4157,NASA,USA,37.09024,-95.712891
4158,US Air Force,USA,37.09024,-95.712891
4159,US Air Force,USA,37.09024,-95.712891
4160,US Air Force,USA,37.09024,-95.712891
4161,General Dynamics,USA,37.09024,-95.712891
4162,US Air Force,USA,37.09024,-95.712891
4163,General Dynamics,USA,37.09024,-95.712891
4164,US Air Force,USA,37.09024,-95.712891
4165,NASA,USA,37.09024,-95.712891
4166,RVSN USSR,Kazakhstan,48.019573,66.923684
4167,RVSN USSR,Russia,61.52401,105.318756
4168,General Dynamics,USA,37.09024,-95.712891
4169,US Air Force,USA,37.09024,-95.712891
4170,General Dynamics,USA,37.09024,-95.712891
4171,RVSN USSR,Russia,61.52401,105.318756
4172,RVSN USSR,Russia,61.52401,105.318756
4173,General Dynamics,USA,37.09024,-95.712891
4174,US Air Force,USA,37.09024,-95.712891
4175,US Air Force,USA,37.09024,-95.712891
4176,US Air Force,USA,37.09024,-95.712891
4177,NASA,USA,37.09024,-95.712891
4178,US Air Force,USA,37.09024,-95.712891
4179,General Dynamics,USA,37.09024,-95.712891
4180,US Air Force,USA,37.09024,-95.712891
4181,US Air Force,USA,37.09024,-95.712891
4182,General Dynamics,USA,37.09024,-95.712891
4183,RVSN USSR,Russia,61.52401,105.318756
4184,US Air Force,USA,37.09024,-95.712891
4185,RVSN USSR,Kazakhstan,48.019573,66.923684
4186,NASA,USA,37.09024,-95.712891
4187,General Dynamics,USA,37.09024,-95.712891
4188,General Dynamics,USA,37.09024,-95.712891
4189,US Air Force,USA,37.09024,-95.712891
4190,US Air Force,USA,37.09024,-95.712891
4191,US Air Force,USA,37.09024,-95.712891
4192,NASA,USA,37.09024,-95.712891
4193,RVSN USSR,Russia,61.52401,105.318756
4194,US Air Force,USA,37.09024,-95.712891
4195,General Dynamics,USA,37.09024,-95.712891
4196,US Air Force,USA,37.09024,-95.712891
4197,US Air Force,USA,37.09024,-95.712891
4198,NASA,USA,37.09024,-95.712891
4199,US Air Force,USA,37.09024,-95.712891
4200,General Dynamics,USA,37.09024,-95.712891
4201,US Air Force,USA,37.09024,-95.712891
4202,NASA,USA,37.09024,-95.712891
4203,General Dynamics,USA,37.09024,-95.712891
4204,US Air Force,USA,37.09024,-95.712891
4205,RVSN USSR,Kazakhstan,48.019573,66.923684
4206,US Air Force,USA,37.09024,-95.712891
4207,US Air Force,USA,37.09024,-95.712891
4208,NASA,USA,37.09024,-95.712891
4209,General Dynamics,USA,37.09024,-95.712891
4210,US Air Force,USA,37.09024,-95.712891
4211,US Air Force,USA,37.09024,-95.712891
4212,NASA,USA,37.09024,-95.712891
4213,US Air Force,USA,37.09024,-95.712891
4214,US Air Force,USA,37.09024,-95.712891
4215,US Air Force,USA,37.09024,-95.712891
4216,NASA,USA,37.09024,-95.712891
4217,NASA,USA,37.09024,-95.712891
4218,RVSN USSR,Kazakhstan,48.019573,66.923684
4219,US Air Force,USA,37.09024,-95.712891
4220,US Air Force,USA,37.09024,-95.712891
4221,US Air Force,USA,37.09024,-95.712891
4222,RVSN USSR,Kazakhstan,48.019573,66.923684
4223,NASA,USA,37.09024,-95.712891
4224,RVSN USSR,Kazakhstan,48.019573,66.923684
4225,US Air Force,USA,37.09024,-95.712891
4226,NASA,USA,37.09024,-95.712891
4227,US Air Force,USA,37.09024,-95.712891
4228,US Air Force,USA,37.09024,-95.712891
4229,NASA,USA,37.09024,-95.712891
4230,RVSN USSR,Kazakhstan,48.019573,66.923684
4231,RVSN USSR,Kazakhstan,48.019573,66.923684
4232,General Dynamics,USA,37.09024,-95.712891
4233,NASA,USA,37.09024,-95.712891
4234,RVSN USSR,Kazakhstan,48.019573,66.923684
4235,US Air Force,USA,37.09024,-95.712891
4236,NASA,USA,37.09024,-95.712891
4237,General Dynamics,USA,37.09024,-95.712891
4238,US Air Force,USA,37.09024,-95.712891
4239,NASA,USA,37.09024,-95.712891
4240,RVSN USSR,Kazakhstan,48.019573,66.923684
4241,US Air Force,USA,37.09024,-95.712891
4242,US Air Force,USA,37.09024,-95.712891
4243,NASA,USA,37.09024,-95.712891
4244,US Air Force,USA,37.09024,-95.712891
4245,US Air Force,USA,37.09024,-95.712891
4246,RVSN USSR,Kazakhstan,48.019573,66.923684
4247,General Dynamics,USA,37.09024,-95.712891
4248,RVSN USSR,Kazakhstan,48.019573,66.923684
4249,US Air Force,USA,37.09024,-95.712891
4250,General Dynamics,USA,37.09024,-95.712891
4251,US Air Force,USA,37.09024,-95.712891
4252,RVSN USSR,Kazakhstan,48.019573,66.923684
4253,US Air Force,USA,37.09024,-95.712891
4254,US Air Force,USA,37.09024,-95.712891
4255,US Air Force,USA,37.09024,-95.712891
4256,US Air Force,USA,37.09024,-95.712891
4257,NASA,USA,37.09024,-95.712891
4258,RVSN USSR,Kazakhstan,48.019573,66.923684
4259,US Air Force,USA,37.09024,-95.712891
4260,US Air Force,USA,37.09024,-95.712891
4261,General Dynamics,USA,37.09024,-95.712891
4262,RVSN USSR,Kazakhstan,48.019573,66.923684
4263,US Air Force,USA,37.09024,-95.712891
4264,RVSN USSR,Kazakhstan,48.019573,66.923684
4265,US Air Force,USA,37.09024,-95.712891
4266,RVSN USSR,Kazakhstan,48.019573,66.923684
4267,US Air Force,USA,37.09024,-95.712891
4268,US Air Force,USA,37.09024,-95.712891
4269,US Air Force,USA,37.09024,-95.712891
4270,General Dynamics,USA,37.09024,-95.712891
4271,US Air Force,USA,37.09024,-95.712891
4272,US Air Force,USA,37.09024,-95.712891
4273,General Dynamics,USA,37.09024,-95.712891
4274,US Air Force,USA,37.09024,-95.712891
4275,US Air Force,USA,37.09024,-95.712891
4276,RVSN USSR,Kazakhstan,48.019573,66.923684
4277,US Navy,USA,37.09024,-95.712891
4278,US Air Force,USA,37.09024,-95.712891
4279,RVSN USSR,Kazakhstan,48.019573,66.923684
4280,NASA,USA,37.09024,-95.712891
4281,US Air Force,USA,37.09024,-95.712891
4282,US Air Force,USA,37.09024,-95.712891
4283,US Air Force,USA,37.09024,-95.712891
4284,US Air Force,USA,37.09024,-95.712891
4285,US Navy,USA,37.09024,-95.712891
4286,RVSN USSR,Kazakhstan,48.019573,66.923684
4287,US Air Force,USA,37.09024,-95.712891
4288,US Navy,USA,37.09024,-95.712891
4289,US Air Force,USA,37.09024,-95.712891
4290,US Air Force,USA,37.09024,-95.712891
4291,US Navy,USA,37.09024,-95.712891
4292,RVSN USSR,Kazakhstan,48.019573,66.923684
4293,US Air Force,USA,37.09024,-95.712891
4294,AMBA,USA,37.09024,-95.712891
4295,RVSN USSR,Kazakhstan,48.019573,66.923684
4296,NASA,USA,37.09024,-95.712891
4297,AMBA,USA,37.09024,-95.712891
4298,RVSN USSR,Kazakhstan,48.019573,66.923684
4299,NASA,USA,37.09024,-95.712891
4300,US Navy,USA,37.09024,-95.712891
4301,RVSN USSR,Kazakhstan,48.019573,66.923684
4302,US Navy,USA,37.09024,-95.712891
4303,US Navy,USA,37.09024,-95.712891
4304,US Navy,USA,37.09024,-95.712891
4305,AMBA,USA,37.09024,-95.712891
4306,US Navy,USA,37.09024,-95.712891
4307,US Air Force,USA,37.09024,-95.712891
4308,US Navy,USA,37.09024,-95.712891
4309,AMBA,USA,37.09024,-95.712891
4310,US Navy,USA,37.09024,-95.712891
4311,US Navy,USA,37.09024,-95.712891
4312,US Navy,USA,37.09024,-95.712891
4313,RVSN USSR,Kazakhstan,48.019573,66.923684
4314,US Navy,USA,37.09024,-95.712891
4315,RVSN USSR,Kazakhstan,48.019573,66.923684
4316,AMBA,USA,37.09024,-95.712891
4317,US Navy,USA,37.09024,-95.712891
4318,AMBA,USA,37.09024,-95.712891
4319,US Navy,USA,37.09024,-95.712891
4320,AMBA,USA,37.09024,-95.712891
4321,US Navy,USA,37.09024,-95.712891
4322,RVSN USSR,Kazakhstan,48.019573,66.923684
4323,RVSN USSR,Kazakhstan,48.019573,66.923684
