ID,Organisation,Country,Latitude,Longitude,Year,Status Mission
1591,Martin Marietta,USA,37.09024,-95.712891,1994,Success
1592,VKS RF,Russia,61.52401,105.318756,1994,Success
1593,Arianespace,France,46.227638,2.213749,1994,Failure
1594,VKS RF,Russia,61.52401,105.318756,1993,Success
1595,Arianespace,France,46.227638,2.213749,1993,Success
1596,General Dynamics,USA,37.09024,-95.712891,1993,Success
1597,Boeing,USA,37.09024,-95.712891,1993,Success
1598,NASA,USA,37.09024,-95.712891,1993,Success
1599,General Dynamics,USA,37.09024,-95.712891,1993,Success
1600,Arianespace,France,46.227638,2.213749,1993,Success
1601,VKS RF,Russia,61.52401,105.318756,1993,Success
1602,Boeing,USA,37.09024,-95.712891,1993,Success
1603,VKS RF,Russia,61.52401,105.318756,1993,Success
1604,Arianespace,France,46.227638,2.213749,1993,Success
1605,NASA,USA,37.09024,-95.712891,1993,Success
1606,CASC,China,35.86166,104.195397,1993,Success
1607,Martin Marietta,USA,37.09024,-95.712891,1993,Failure
1608,Arianespace,France,46.227638,2.213749,1993,Success
1609,ISRO,India,20.593684,78.96288,1993,Failure
1610,VKS RF,Kazakhstan,48.019573,66.923684,1993,Success
1611,VKS RF,Kazakhstan,48.019573,66.923684,1993,Success
1612,NASA,USA,37.09024,-95.712891,1993,Success
1613,General Dynamics,USA,37.09024,-95.712891,1993,Success
1614,VKS RF,Russia,61.52401,105.318756,1993,Success
1615,Boeing,USA,37.09024,-95.712891,1993,Success
1616,VKS RF,Russia,61.52401,105.318756,1993,Success
1617,General Dynamics,USA,37.09024,-95.712891,1993,Success
1618,VKS RF,Russia,61.52401,105.318756,1993,Success
1619,Martin Marietta,USA,37.09024,-95.712891,1993,Failure
1620,Arianespace,France,46.227638,2.213749,1993,Success
1621,General Dynamics,USA,37.09024,-95.712891,1993,Success
1622,VKS RF,Kazakhstan,48.019573,66.923684,1993,Success
1623,Boeing,USA,37.09024,-95.712891,1993,Success
1624,Arianespace,France,46.227638,2.213749,1993,Success
1625,VKS RF,Russia,61.52401,105.318756,1993,Success
1626,NASA,USA,37.09024,-95.712891,1993,Success
1627,VKS RF,Russia,61.52401,105.318756,1993,Success
1628,VKS RF,Russia,61.52401,105.318756,1993,Success
1629,Boeing,USA,37.09024,-95.712891,1993,Success
1630,Arianespace,France,46.227638,2.213749,1993,Success
1631,VKS RF,Russia,61.52401,105.318756,1993,Success
1632,VKS RF,Kazakhstan,48.019573,66.923684,1993,Success
1633,NASA,USA,37.09024,-95.712891,1993,Success
1634,Northrop,USA,37.09024,-95.712891,1993,Success
1635,VKS RF,Russia,61.52401,105.318756,1993,Success
1636,VKS RF,Russia,61.52401,105.318756,1993,Success
1637,VKS RF,Russia,61.52401,105.318756,1993,Success
1638,NASA,USA,37.09024,-95.712891,1993,Success
1639,VKS RF,Russia,61.52401,105.318756,1993,Success
1640,VKS RF,Russia,61.52401,105.318756,1993,Success
1641,VKS RF,Kazakhstan,48.019573,66.923684,1993,Success
1642,Boeing,USA,37.09024,-95.712891,1993,Success
1643,VKS RF,Kazakhstan,48.019573,66.923684,1993,Success
1644,General Dynamics,USA,37.09024,-95.712891,1993,Failure
1645,MITT,Russia,61.52401,105.318756,1993,Success
1646,VKS RF,Russia,61.52401,105.318756,1993,Success
1647,ISAS,Japan,36.204824,138.252924,1993,Success
1648,Northrop,USA,37.09024,-95.712891,1993,Success
1649,VKS RF,Russia,61.52401,105.318756,1993,Success
1650,Boeing,USA,37.09024,-95.712891,1993,Success
1651,VKS RF,Russia,61.52401,105.318756,1993,Success
1652,NASA,USA,37.09024,-95.712891,1993,Success
1653,VKS RF,Russia,61.52401,105.318756,1993,Success
1654,VKS RF,Russia,61.52401,105.318756,1993,Success
1655,VKS RF,Russia,61.52401,105.318756,1992,Success
1656,VKS RF,Kazakhstan,48.019573,66.923684,1992,Success
1657,VKS RF,Russia,61.52401,105.318756,1992,Success
1658,CASC,China,35.86166,104.195397,1992,Failure
1659,Boeing,USA,37.09024,-95.712891,1992,Success
1660,NASA,USA,37.09024,-95.712891,1992,Success
1661,VKS RF,Russia,61.52401,105.318756,1992,Success
1662,Arianespace,France,46.227638,2.213749,1992,Success
1663,Martin Marietta,USA,37.09024,-95.712891,1992,Success
1664,VKS RF,Russia,61.52401,105.318756,1992,Success
1665,VKS RF,Russia,61.52401,105.318756,1992,Success
1666,Boeing,USA,37.09024,-95.712891,1992,Success
1667,VKS RF,Russia,61.52401,105.318756,1992,Success
1668,VKS RF,Kazakhstan,48.019573,66.923684,1992,Success
1669,VKS RF,Russia,61.52401,105.318756,1992,Success
1670,Arianespace,France,46.227638,2.213749,1992,Success
1671,NASA,USA,37.09024,-95.712891,1992,Success
1672,VKS RF,Russia,61.52401,105.318756,1992,Success
1673,VKS RF,Russia,61.52401,105.318756,1992,Success
1674,Boeing,USA,37.09024,-95.712891,1992,Success
1675,CASC,China,35.86166,104.195397,1992,Success
1676,Martin Marietta,USA,37.09024,-95.712891,1992,Success
1677,NASA,USA,37.09024,-95.712891,1992,Success
1678,Arianespace,France,46.227638,2.213749,1992,Success
1679,Boeing,USA,37.09024,-95.712891,1992,Success
1680,General Dynamics,USA,37.09024,-95.712891,1992,Failure
1681,CASC,China,35.86166,104.195397,1992,Success
1682,VKS RF,Russia,61.52401,105.318756,1992,Success
1683,Arianespace,France,46.227638,2.213749,1992,Success
1684,CASC,China,35.86166,104.195397,1992,Success
1685,VKS RF,Russia,61.52401,105.318756,1992,Success
1686,NASA,USA,37.09024,-95.712891,1992,Success
1687,Boeing,USA,37.09024,-95.712891,1992,Success
1688,Boeing,USA,37.09024,-95.712891,1992,Success
1689,RVSN USSR,Russia,61.52401,105.318756,1992,Success
1690,Arianespace,France,46.227638,2.213749,1992,Success
1691,RVSN USSR,Russia,61.52401,105.318756,1992,Success
1692,Boeing,USA,37.09024,-95.712891,1992,Success
1693,General Dynamics,USA,37.09024,-95.712891,1992,Success
1694,RVSN USSR,Russia,61.52401,105.318756,1992,Success
1695,NASA,USA,37.09024,-95.712891,1992,Success
1696,General Dynamics,USA,37.09024,-95.712891,1992,Success
1697,Boeing,USA,37.09024,-95.712891,1992,Success
1698,RVSN USSR,Russia,61.52401,105.318756,1992,Success
1699,Boeing,USA,37.09024,-95.712891,1992,Success
1700,NASA,USA,37.09024,-95.712891,1992,Success
1701,Martin Marietta,USA,37.09024,-95.712891,1992,Success
1702,Arianespace,France,46.227638,2.213749,1992,Success
1703,RVSN USSR,Russia,61.52401,105.318756,1992,Success
1704,Boeing,USA,37.09024,-95.712891,1992,Success
1705,NASA,USA,37.09024,-95.712891,1992,Success
1706,Boeing,USA,37.09024,-95.712891,1992,Success
1707,General Dynamics,USA,37.09024,-95.712891,1992,Success
1708,RVSN USSR,Russia,61.52401,105.318756,1992,Success
1709,VKS RF,Russia,61.52401,105.318756,1992,Success
1710,Arianespace,France,46.227638,2.213749,1992,Success
1711,RVSN USSR,Russia,61.52401,105.318756,1992,Success
1712,MHI,Japan,36.204824,138.252924,1992,Success
1713,General Dynamics,USA,37.09024,-95.712891,1992,Success
1714,RVSN USSR,Kazakhstan,48.019573,66.923684,1992,Failure
1715,RVSN USSR,Russia,61.52401,105.318756,1992,Success
1716,NASA,USA,37.09024,-95.712891,1992,Success
1717,CASC,China,35.86166,104.195397,1991,Partial Failure
1718,RVSN USSR,Kazakhstan,48.019573,66.923684,1991,Success
1719,Yuzhmash,Russia,61.52401,105.318756,1991,Success
1720,Arianespace,France,46.227638,2.213749,1991,Success
1721,General Dynamics,USA,37.09024,-95.712891,1991,Success
1722,General Dynamics,USA,37.09024,-95.712891,1991,Success
1723,RVSN USSR,Russia,61.52401,105.318756,1991,Success
1724,NASA,USA,37.09024,-95.712891,1991,Success
1725,RVSN USSR,Russia,61.52401,105.318756,1991,Success
1726,Martin Marietta,USA,37.09024,-95.712891,1991,Success
1727,Arianespace,France,46.227638,2.213749,1991,Success
1728,RVSN USSR,Russia,61.52401,105.318756,1991,Success
1729,RVSN USSR,Russia,61.52401,105.318756,1991,Success
1730,Arianespace,France,46.227638,2.213749,1991,Success
1731,RVSN USSR,Russia,61.52401,105.318756,1991,Success
1732,NASA,USA,37.09024,-95.712891,1991,Success
1733,RVSN USSR,Kazakhstan,48.019573,66.923684,1991,Failure
1734,ISAS,Japan,36.204824,138.252924,1991,Success
1735,RVSN USSR,Kazakhstan,48.019573,66.923684,1991,Success
1736,MHI,Japan,36.204824,138.252924,1991,Success
1737,MHI,Japan,36.204824,138.252924,1991,Success
1738,RVSN USSR,Russia,61.52401,105.318756,1991,Success
1739,RVSN USSR,Russia,61.52401,105.318756,1991,Success
1740,Arianespace,France,46.227638,2.213749,1991,Success
1741,NASA,USA,37.09024,-95.712891,1991,Success
1742,RVSN USSR,Russia,61.52401,105.318756,1991,Success
1743,Northrop,USA,37.09024,-95.712891,1991,Partial Failure
1744,Arianespace,France,46.227638,2.213749,1991,Success
1745,Boeing,USA,37.09024,-95.712891,1991,Success
1746,RVSN USSR,Russia,61.52401,105.318756,1991,Failure
1747,RVSN USSR,Russia,61.52401,105.318756,1991,Success
1748,RVSN USSR,Russia,61.52401,105.318756,1991,Success
1749,RVSN USSR,Russia,61.52401,105.318756,1991,Success
1750,NASA,USA,37.09024,-95.712891,1991,Success
1751,RVSN USSR,Russia,61.52401,105.318756,1991,Success
1752,Boeing,USA,37.09024,-95.712891,1991,Success
1753,RVSN USSR,Russia,61.52401,105.318756,1991,Success
1754,General Dynamics,USA,37.09024,-95.712891,1991,Success
1755,NASA,USA,37.09024,-95.712891,1991,Success
1756,RVSN USSR,Russia,61.52401,105.318756,1991,Success
1757,General Dynamics,USA,37.09024,-95.712891,1991,Failure
1758,RVSN USSR,Russia,61.52401,105.318756,1991,Success
1759,Boeing,USA,37.09024,-95.712891,1991,Success
1760,NASA,USA,37.09024,-95.712891,1991,Success
1761,Arianespace,France,46.227638,2.213749,1991,Success
1762,RVSN USSR,Russia,61.52401,105.318756,1991,Success
1763,RVSN USSR,Russia,61.52401,105.318756,1991,Success
1764,RVSN USSR,Russia,61.52401,105.318756,1991,Success
1765,Boeing,USA,37.09024,-95.712891,1991,Success
1766,Martin Marietta,USA,37.09024,-95.712891,1991,Success
1767,Arianespace,France,46.227638,2.213749,1991,Success
1768,RVSN USSR,Russia,61.52401,105.318756,1991,Success
1769,RVSN USSR,Russia,61.52401,105.318756,1991,Success
1770,RVSN USSR,Russia,61.52401,105.318756,1991,Success
1771,RVSN USSR,Russia,61.52401,105.318756,1991,Success
1772,RVSN USSR,Russia,61.52401,105.318756,1991,Success
1773,RVSN USSR,Kazakhstan,48.019573,66.923684,1991,Success
1774,Arianespace,France,46.227638,2.213749,1991,Success
1775,Boeing,USA,37.09024,-95.712891,1991,Success
1776,RVSN USSR,Russia,61.52401,105.318756,1990,Success
1777,RVSN USSR,Russia,61.52401,105.318756,1990,Success
1778,RVSN USSR,Kazakhstan,48.019573,66.923684,1990,Success
1779,NASA,USA,37.09024,-95.712891,1990,Success
1780,General Dynamics,USA,37.09024,-95.712891,1990,Success
1781,RVSN USSR,Russia,61.52401,105.318756,1990,Success
1782,Boeing,USA,37.09024,-95.712891,1990,Success
1783,RVSN USSR,Russia,61.52401,105.318756,1990,Success
1784,RVSN USSR,Kazakhstan,48.019573,66.923684,1990,Success
1785,Arianespace,France,46.227638,2.213749,1990,Success
1786,RVSN USSR,Russia,61.52401,105.318756,1990,Success
1787,NASA,USA,37.09024,-95.712891,1990,Success
1788,RVSN USSR,Kazakhstan,48.019573,66.923684,1990,Success
1789,Martin Marietta,USA,37.09024,-95.712891,1990,Success
1790,Boeing,USA,37.09024,-95.712891,1990,Success
1791,Boeing,USA,37.09024,-95.712891,1990,Success
1792,Arianespace,France,46.227638,2.213749,1990,Success
1793,NASA,USA,37.09024,-95.712891,1990,Success
1794,CASC,China,35.86166,104.195397,1990,Success
1795,RVSN USSR,Kazakhstan,48.019573,66.923684,1990,Failure
1796,Boeing,USA,37.09024,-95.712891,1990,Success
1797,RVSN USSR,Russia,61.52401,105.318756,1990,Success
1798,RVSN USSR,Russia,61.52401,105.318756,1990,Success
1799,RVSN USSR,Russia,61.52401,105.318756,1990,Success
1800,CASC,China,35.86166,104.195397,1990,Success
1801,Arianespace,France,46.227638,2.213749,1990,Success
1802,RVSN USSR,Russia,61.52401,105.318756,1990,Success
1803,MHI,Japan,36.204824,138.252924,1990,Success
1804,MHI,Japan,36.204824,138.252924,1990,Success
1805,RVSN USSR,Russia,61.52401,105.318756,1990,Success
1806,RVSN USSR,Kazakhstan,48.019573,66.923684,1990,Success
1807,RVSN USSR,Russia,61.52401,105.318756,1990,Success
1808,RVSN USSR,Russia,61.52401,105.318756,1990,Success
1809,RVSN USSR,Russia,61.52401,105.318756,1990,Success
1810,General Dynamics,USA,37.09024,-95.712891,1990,Success
1811,RVSN USSR,Russia,61.52401,105.318756,1990,Success
1812,Arianespace,France,46.227638,2.213749,1990,Success
1813,CASC,China,35.86166,104.195397,1990,Success
1814,RVSN USSR,Russia,61.52401,105.318756,1990,Success
1815,Martin Marietta,USA,37.09024,-95.712891,1990,Success
1816,RVSN USSR,Russia,61.52401,105.318756,1990,Partial Failure
1817,RVSN USSR,Russia,61.52401,105.318756,1990,Success
1818,Boeing,USA,37.09024,-95.712891,1990,Success
1819,Martin Marietta,USA,37.09024,-95.712891,1990,Success
1820,Boeing,USA,37.09024,-95.712891,1990,Success
1821,RVSN USSR,Kazakhstan,48.019573,66.923684,1990,Success
1822,RVSN USSR,Russia,61.52401,105.318756,1990,Success
1823,RVSN USSR,Russia,61.52401,105.318756,1990,Success
1824,RVSN USSR,Russia,61.52401,105.318756,1990,Success
1825,NASA,USA,37.09024,-95.712891,1990,Success
1826,RVSN USSR,Russia,61.52401,105.318756,1990,Success
1827,Boeing,USA,37.09024,-95.712891,1990,Success
1828,Lockheed,USA,37.09024,-95.712891,1990,Success
1829,CASC,China,35.86166,104.195397,1990,Success
1830,RVSN USSR,Russia,61.52401,105.318756,1990,Success
1831,Northrop,USA,37.09024,-95.712891,1990,Success
1832,IAI,Israel,31.046051,34.851612,1990,Success
1833,RVSN USSR,Russia,61.52401,105.318756,1990,Success
1834,Boeing,USA,37.09024,-95.712891,1990,Success
1835,RVSN USSR,Russia,61.52401,105.318756,1990,Success
1836,RVSN USSR,Kazakhstan,48.019573,66.923684,1990,Success
1837,Martin Marietta,USA,37.09024,-95.712891,1990,Failure
1838,NASA,USA,37.09024,-95.712891,1990,Success
1839,RVSN USSR,Russia,61.52401,105.318756,1990,Success
1840,RVSN USSR,Russia,61.52401,105.318756,1990,Success
1841,Arianespace,France,46.227638,2.213749,1990,Failure
1842,Boeing,USA,37.09024,-95.712891,1990,Success
1843,MHI,Japan,36.204824,138.252924,1990,Success
1844,MHI,Japan,36.204824,138.252924,1990,Success
1845,RVSN USSR,Russia,61.52401,105.318756,1990,Success
1846,CASC,China,35.86166,104.195397,1990,Success
1847,Boeing,USA,37.09024,-95.712891,1990,Success
1848,RVSN USSR,Russia,61.52401,105.318756,1990,Success
1849,Boeing,USA,37.09024,-95.712891,1990,Success
1850,ISAS,Japan,36.204824,138.252924,1990,Success
1851,RVSN USSR,Russia,61.52401,105.318756,1990,Success
1852,Arianespace,France,46.227638,2.213749,1990,Success
1853,RVSN USSR,Russia,61.52401,105.318756,1990,Success
1854,NASA,USA,37.09024,-95.712891,1990,Success
1855,Martin Marietta,USA,37.09024,-95.712891,1990,Success
1856,RVSN USSR,Russia,61.52401,105.318756,1989,Success
1857,Boeing,USA,37.09024,-95.712891,1989,Success
1858,RVSN USSR,Russia,61.52401,105.318756,1989,Success
1859,RVSN USSR,Kazakhstan,48.019573,66.923684,1989,Success
1860,RVSN USSR,Russia,61.52401,105.318756,1989,Success
1861,NASA,USA,37.09024,-95.712891,1989,Success
1862,Arianespace,France,46.227638,2.213749,1989,Success
1863,RVSN USSR,Russia,61.52401,105.318756,1989,Success
1864,NASA,USA,37.09024,-95.712891,1989,Success
1865,RVSN USSR,Russia,61.52401,105.318756,1989,Success
1866,RVSN USSR,Kazakhstan,48.019573,66.923684,1989,Success
1867,RVSN USSR,Russia,61.52401,105.318756,1989,Success
1868,General Dynamics,USA,37.09024,-95.712891,1989,Success
1869,RVSN USSR,Russia,61.52401,105.318756,1989,Success
1870,Martin Marietta,USA,37.09024,-95.712891,1989,Success
1871,MHI,Japan,36.204824,138.252924,1989,Success
1872,Martin Marietta,USA,37.09024,-95.712891,1989,Success
1873,RVSN USSR,Russia,61.52401,105.318756,1989,Success
1874,Boeing,USA,37.09024,-95.712891,1989,Success
1875,Boeing,USA,37.09024,-95.712891,1989,Success
1876,Arianespace,France,46.227638,2.213749,1989,Success
1877,NASA,USA,37.09024,-95.712891,1989,Success
1878,RVSN USSR,Russia,61.52401,105.318756,1989,Success
1879,RVSN USSR,Kazakhstan,48.019573,66.923684,1989,Success
1880,Arianespace,France,46.227638,2.213749,1989,Success
1881,RVSN USSR,Russia,61.52401,105.318756,1989,Success
1882,Martin Marietta,USA,37.09024,-95.712891,1989,Success
1883,RVSN USSR,Russia,61.52401,105.318756,1989,Success
1884,Boeing,USA,37.09024,-95.712891,1989,Success
1885,RVSN USSR,Russia,61.52401,105.318756,1989,Failure
1886,RVSN USSR,Russia,61.52401,105.318756,1989,Success
1887,RVSN USSR,Russia,61.52401,105.318756,1989,Success
1888,Arianespace,France,46.227638,2.213749,1989,Success
1889,ISRO,India,20.593684,78.96288,1989,Partial Failure
1890,Martin Marietta,USA,37.09024,-95.712891,1989,Success
1891,NASA,USA,37.09024,-95.712891,1989,Success
1892,RVSN USSR,Russia,61.52401,105.318756,1989,Success
1893,Arianespace,France,46.227638,2.213749,1989,Success
1894,Douglas,USA,37.09024,-95.712891,1989,Success
1895,RVSN USSR,Russia,61.52401,105.318756,1989,Success
1896,NASA,USA,37.09024,-95.712891,1989,Success
1897,Arianespace,France,46.227638,2.213749,1989,Success
1898,RVSN USSR,Russia,61.52401,105.318756,1989,Success
1899,RVSN USSR,Russia,61.52401,105.318756,1989,Success
1900,RVSN USSR,Russia,61.52401,105.318756,1989,Success
1901,ISAS,Japan,36.204824,138.252924,1989,Success
1902,RVSN USSR,Kazakhstan,48.019573,66.923684,1989,Success
1903,RVSN USSR,Russia,61.52401,105.318756,1989,Success
1904,Boeing,USA,37.09024,-95.712891,1989,Success
1905,RVSN USSR,Russia,61.52401,105.318756,1989,Success
1906,RVSN USSR,Russia,61.52401,105.318756,1989,Success
1907,Arianespace,France,46.227638,2.213749,1989,Success
1908,RVSN USSR,Russia,61.52401,105.318756,1988,Success
1909,RVSN USSR,Russia,61.52401,105.318756,1988,Success
1910,RVSN USSR,Russia,61.52401,105.318756,1988,Success
1911,CASC,China,35.86166,104.195397,1988,Success
1912,Arianespace,France,46.227638,2.213749,1988,Success
1913,NASA,USA,37.09024,-95.712891,1988,Success
1914,RVSN USSR,Kazakhstan,48.019573,66.923684,1988,Success
1915,RVSN USSR,Kazakhstan,48.019573,66.923684,1988,Success
1916,RVSN USSR,Kazakhstan,48.019573,66.923684,1988,Success
1917,Martin Marietta,USA,37.09024,-95.712891,1988,Success
1918,Arianespace,France,46.227638,2.213749,1988,Success
1919,RVSN USSR,Russia,61.52401,105.318756,1988,Success
1920,RVSN USSR,Russia,61.52401,105.318756,1988,Success
1921,RVSN USSR,Russia,61.52401,105.318756,1988,Success
1922,NASA,USA,37.09024,-95.712891,1988,Success
1923,RVSN USSR,Russia,61.52401,105.318756,1988,Success
1924,General Dynamics,USA,37.09024,-95.712891,1988,Success
1925,IAI,Israel,31.046051,34.851612,1988,Success
1926,MHI,Japan,36.204824,138.252924,1988,Success
1927,Arianespace,France,46.227638,2.213749,1988,Success
1928,CASC,China,35.86166,104.195397,1988,Success
1929,Martin Marietta,USA,37.09024,-95.712891,1988,Success
1930,Martin Marietta,USA,37.09024,-95.712891,1988,Partial Failure
1931,RVSN USSR,Russia,61.52401,105.318756,1988,Success
1932,CASC,China,35.86166,104.195397,1988,Success
1933,ISRO,India,20.593684,78.96288,1988,Failure
1934,RVSN USSR,Russia,61.52401,105.318756,1988,Success
1935,RVSN USSR,Russia,61.52401,105.318756,1988,Success
1936,Arianespace,France,46.227638,2.213749,1988,Success
1937,RVSN USSR,Russia,61.52401,105.318756,1988,Success
1938,RVSN USSR,Russia,61.52401,105.318756,1988,Success
1939,RVSN USSR,Russia,61.52401,105.318756,1988,Success
1940,RVSN USSR,Russia,61.52401,105.318756,1988,Success
1941,RVSN USSR,Russia,61.52401,105.318756,1988,Success
1942,ESA,France,46.227638,2.213749,1988,Success
1943,RVSN USSR,Russia,61.52401,105.318756,1988,Success
1944,RVSN USSR,Russia,61.52401,105.318756,1988,Success
1945,RVSN USSR,Russia,61.52401,105.318756,1988,Success
1946,RVSN USSR,Kazakhstan,48.019573,66.923684,1988,Success
1947,RVSN USSR,Russia,61.52401,105.318756,1988,Success
1948,Arianespace,France,46.227638,2.213749,1988,Success
1949,RVSN USSR,Kazakhstan,48.019573,66.923684,1988,Success
1950,RVSN USSR,Kazakhstan,48.019573,66.923684,1988,Success
1951,RVSN USSR,Russia,61.52401,105.318756,1988,Success
1952,ASI,Kenya,-0.023559,37.906193,1988,Success
1953,RVSN USSR,Russia,61.52401,105.318756,1988,Success
1954,RVSN USSR,Russia,61.52401,105.318756,1988,Success
1955,RVSN USSR,Kazakhstan,48.019573,66.923684,1988,Success
