ID,Organisation,Location,Detail,Rocket_Status,Price(USDbillion),Mission_Status,New_Date,Year,Months,Country,Latitude,Longitude
2158,RVSN USSR,"Site 32/1, Plesetsk Cosmodrome, Russia",Tsyklon-3 | Cosmos 1617 to 1622,StatusRetired,,Success,1/15/1985,1985,January,Russia,61.52401,105.318756
2159,Martin Marietta,"SLC-40, Cape Canaveral AFS, Florida, USA",Titan 34D | DSP-12,StatusRetired,,Success,12/22/1984,1984,December,USA,37.09024,-95.712891
2160,RVSN USSR,"Site 132/2, Plesetsk Cosmodrome, Russia",Cosmos-3M (11K65M) | Cosmos 1615,StatusRetired,,Success,12/20/1984,1984,December,Russia,61.52401,105.318756
2161,RVSN USSR,"Site 86/1, Kapustin Yar, Russia",Cosmos-3MRB (65MRB) | Cosmos 1614 (BOR-4 Space Shuttle),StatusRetired,,Success,12/19/1984,1984,December,Russia,61.52401,105.318756
2162,RVSN USSR,"Site 41/1, Plesetsk Cosmodrome, Russia",Molniya-M /Block ML | Molniya-1 n†­113,StatusRetired,,Success,12/14/1984,1984,December,Russia,61.52401,105.318756
2163,General Dynamics,"SLC-3W, Vandenberg AFB, California, USA",Atlas-E/F Star-37S-ISS | NOAA-F,StatusRetired,,Success,12/12/1984,1984,December,USA,37.09024,-95.712891
2164,Martin Marietta,"SLC-4E, Vandenberg AFB, California, USA",Titan 34D | USA-6 (KH-11),StatusRetired,,Success,12/4/1984,1984,December,USA,37.09024,-95.712891
2165,RVSN USSR,"Site 32/1, Plesetsk Cosmodrome, Russia",Tsyklon-3 | Meteor-3 n†­1a,StatusRetired,,Partial Failure,11/27/1984,1984,November,Russia,61.52401,105.318756
2166,RVSN USSR,"Site 132/1, Plesetsk Cosmodrome, Russia",Cosmos-3M (11K65M) | Cosmos 1610,StatusRetired,,Success,11/15/1984,1984,November,Russia,61.52401,105.318756
2167,Arianespace,"ELA-1, Guiana Space Centre, French Guiana, France","Ariane 3 | Spacenet 2, MARECS-2",StatusRetired,,Success,11/10/1984,1984,November,France,46.227638,2.213749
2168,NASA,"LC-39A, Kennedy Space Center, Florida, USA",Space Shuttle Discovery | STS-51-A,StatusRetired,$450.00 ,Success,11/8/1984,1984,November,USA,37.09024,-95.712891
2169,RVSN USSR,"Site 90/20, Baikonur Cosmodrome, Kazakhstan",Tsyklon-2 | Cosmos 1607,StatusRetired,,Success,10/31/1984,1984,October,Kazakhstan,48.019573,66.923684
2170,RVSN USSR,"Site 32/1, Plesetsk Cosmodrome, Russia",Tsyklon-3 | Cosmos 1606,StatusRetired,,Success,10/18/1984,1984,October,Russia,61.52401,105.318756
2171,RVSN USSR,"Site 132/2, Plesetsk Cosmodrome, Russia",Cosmos-3M (11K65M) | Cosmos 1605,StatusRetired,,Success,10/11/1984,1984,October,Russia,61.52401,105.318756
2172,NASA,"LC-39A, Kennedy Space Center, Florida, USA",Space Shuttle Challenger | STS-41-G,StatusRetired,$450.00 ,Success,10/5/1984,1984,October,USA,37.09024,-95.712891
2173,RVSN USSR,"Site 16/2, Plesetsk Cosmodrome, Russia",Molniya-M /Block 2BL | Cosmos 1604,StatusRetired,,Success,10/4/1984,1984,October,Russia,61.52401,105.318756
2174,RVSN USSR,"Site 32/2, Plesetsk Cosmodrome, Russia",Tsyklon-3 | Cosmos 1602,StatusRetired,,Success,9/28/1984,1984,September,Russia,61.52401,105.318756
2175,RVSN USSR,"Site 132/2, Plesetsk Cosmodrome, Russia",Cosmos-3M (11K65M) | Cosmos 1601,StatusRetired,,Success,9/27/1984,1984,September,Russia,61.52401,105.318756
2176,RVSN USSR,"Site 132/1, Plesetsk Cosmodrome, Russia",Cosmos-3M (11K65M) | Cosmos 1598,StatusRetired,,Success,9/13/1984,1984,September,Russia,61.52401,105.318756
2177,CASC,"Site 138 (LA-2B), Jiuquan Satellite Launch Center, China",Long March 2C | FSW-0 No.6,StatusActive,$30.80 ,Success,9/12/1984,1984,September,China,35.86166,104.195397
2178,General Dynamics,"SLC-3W, Vandenberg AFB, California, USA",Atlas-E/F SGS-2 | GPS-10,StatusRetired,,Success,9/8/1984,1984,September,USA,37.09024,-95.712891
2179,RVSN USSR,"Site 16/2, Plesetsk Cosmodrome, Russia",Molniya-M /Block 2BL | Cosmos 1596,StatusRetired,,Success,9/7/1984,1984,September,Russia,61.52401,105.318756
2180,NASA,"LC-39A, Kennedy Space Center, Florida, USA",Space Shuttle Discovery | STS-41-D,StatusRetired,$450.00 ,Success,8/30/1984,1984,August,USA,37.09024,-95.712891
2181,RVSN USSR,"Site 90/19, Baikonur Cosmodrome, Kazakhstan",Tsyklon-2 | Cosmos 1579,StatusRetired,,Success,8/29/1984,1984,August,Kazakhstan,48.019573,66.923684
2182,Martin Marietta,"SLC-4W, Vandenberg AFB, California, USA",Titan III(34)B Agena-D | Quasar 5,StatusRetired,,Success,8/28/1984,1984,August,USA,37.09024,-95.712891
2183,RVSN USSR,"Site 43/4, Plesetsk Cosmodrome, Russia",Molniya-M /Block ML | Molniya-1 n†­112,StatusRetired,,Success,8/24/1984,1984,August,Russia,61.52401,105.318756
2184,RVSN USSR,"Site 41/1, Plesetsk Cosmodrome, Russia",Molniya-M /Block ML | Molniya-1 n†­111,StatusRetired,,Success,8/10/1984,1984,August,Russia,61.52401,105.318756
2185,RVSN USSR,"Site 32/2, Plesetsk Cosmodrome, Russia",Tsyklon-3 | Cosmos 1589,StatusRetired,,Success,8/8/1984,1984,August,Russia,61.52401,105.318756
2186,RVSN USSR,"Site 90/20, Baikonur Cosmodrome, Kazakhstan",Tsyklon-2 | Cosmos 1588,StatusRetired,,Success,8/7/1984,1984,August,Kazakhstan,48.019573,66.923684
2187,Arianespace,"ELA-1, Guiana Space Centre, French Guiana, France","Ariane 3 | Eutelsat-1 F2, Telecom 1A",StatusRetired,,Success,8/4/1984,1984,August,France,46.227638,2.213749
2188,MHI,"LA-Y1, Tanegashima Space Center, Japan",N-II Star-37E | Himawari 3,StatusRetired,,Success,8/2/1984,1984,August,Japan,36.204824,138.252924
2189,RVSN USSR,"Site 16/2, Plesetsk Cosmodrome, Russia",Molniya-M /Block 2BL | Cosmos 1586,StatusRetired,,Success,8/2/1984,1984,August,Russia,61.52401,105.318756
2190,RVSN USSR,"Site 32/2, Plesetsk Cosmodrome, Russia",Tsyklon-3 | Meteor-2 n†­11,StatusRetired,,Success,7/5/1984,1984,July,Russia,61.52401,105.318756
2191,RVSN USSR,"Site 43/4, Plesetsk Cosmodrome, Russia",Molniya-M /Block 2BL | Cosmos 1581,StatusRetired,,Success,7/3/1984,1984,July,Russia,61.52401,105.318756
2192,RVSN USSR,"Site 107/1, Kapustin Yar, Russia",Cosmos-3M (11K65M) | Cosmos 1578,StatusRetired,,Success,6/28/1984,1984,June,Russia,61.52401,105.318756
2193,RVSN USSR,"Site 132/2, Plesetsk Cosmodrome, Russia",Cosmos-3M (11K65M) | Cosmos 1577,StatusRetired,,Success,6/27/1984,1984,June,Russia,61.52401,105.318756
2194,Martin Marietta,"SLC-4E, Vandenberg AFB, California, USA",Titan 34D | USA-2 (KH-9),StatusRetired,,Success,6/25/1984,1984,June,USA,37.09024,-95.712891
2195,RVSN USSR,"Site 132/2, Plesetsk Cosmodrome, Russia",Cosmos-3M (11K65M) | Cosmos 1574,StatusRetired,,Success,6/21/1984,1984,June,Russia,61.52401,105.318756
2196,General Dynamics,"SLC-3W, Vandenberg AFB, California, USA",Atlas-E/F SGS-2 | GPS-9,StatusRetired,,Success,6/13/1984,1984,June,USA,37.09024,-95.712891
2197,General Dynamics,"SLC-36B, Cape Canaveral AFS, Florida, USA",Atlas-G Centaur-D1AR | Intelsat V -509,StatusRetired,,Failure,6/9/1984,1984,June,USA,37.09024,-95.712891
2198,RVSN USSR,"Site 132/1, Plesetsk Cosmodrome, Russia",Cosmos-3M (11K65M) | Cosmos 1570,StatusRetired,,Success,6/8/1984,1984,June,Russia,61.52401,105.318756
2199,RVSN USSR,"Site 86/1, Kapustin Yar, Russia",Cosmos-3MRB (65MRB) | BOR-5 Shuttle,StatusRetired,,Success,6/6/1984,1984,June,Russia,61.52401,105.318756
2200,RVSN USSR,"Site 16/2, Plesetsk Cosmodrome, Russia",Molniya-M /Block 2BL | Cosmos 1569,StatusRetired,,Success,6/6/1984,1984,June,Russia,61.52401,105.318756
2201,RVSN USSR,"Site 90/20, Baikonur Cosmodrome, Kazakhstan",Tsyklon-2 | Cosmos 1567,StatusRetired,,Success,5/30/1984,1984,May,Kazakhstan,48.019573,66.923684
2202,RVSN USSR,"Site 132/2, Plesetsk Cosmodrome, Russia",Cosmos-3M (11K65M) | Cosmos 1559 to 1566,StatusRetired,,Success,5/28/1984,1984,May,Russia,61.52401,105.318756
2203,Arianespace,"ELV-1 (SLV), Guiana Space Centre, French Guiana, France",Ariane 1 | Spacenet F1,StatusRetired,,Success,5/23/1984,1984,May,France,46.227638,2.213749
2204,RVSN USSR,"Site 132/1, Plesetsk Cosmodrome, Russia",Cosmos-3M (11K65M) | Cosmos 1553,StatusRetired,,Success,5/17/1984,1984,May,Russia,61.52401,105.318756
2205,RVSN USSR,"Site 132/2, Plesetsk Cosmodrome, Russia",Cosmos-3M (11K65M) | Cosmos 1550,StatusRetired,,Success,5/11/1984,1984,May,Russia,61.52401,105.318756
2206,RVSN USSR,"Site 86/1, Kapustin Yar, Russia",Cosmos-3MRB (65MRB) | BOR-4 Shuttle,StatusRetired,,Success,5/4/1984,1984,May,Russia,61.52401,105.318756
2207,US Air Force,"SLC-4W, Vandenberg AFB, California, USA",Titan III(24)B | OPS 8424,StatusRetired,,Success,4/17/1984,1984,April,USA,37.09024,-95.712891
2208,Martin Marietta,"SLC-40, Cape Canaveral AFS, Florida, USA",Titan 34D | DSP-11,StatusRetired,,Success,4/14/1984,1984,April,USA,37.09024,-95.712891
2209,CASC,"LC-3, Xichang Satellite Launch Center, China",Long March 3 | STTW 2 (Dong Fang Hong 2),StatusRetired,,Success,4/8/1984,1984,April,China,35.86166,104.195397
2210,NASA,"LC-39A, Kennedy Space Center, Florida, USA",Space Shuttle Challenger | STS-41-C,StatusRetired,$450.00 ,Success,4/6/1984,1984,April,USA,37.09024,-95.712891
2211,RVSN USSR,"Site 16/2, Plesetsk Cosmodrome, Russia",Molniya-M /Block 2BL | Cosmos 1547,StatusRetired,,Success,4/4/1984,1984,April,Russia,61.52401,105.318756
2212,RVSN USSR,"Site 41/1, Plesetsk Cosmodrome, Russia",Molniya-M /Block ML | Molniya-1 n†­110,StatusRetired,,Success,3/16/1984,1984,March,Russia,61.52401,105.318756
2213,RVSN USSR,"Site 32/2, Plesetsk Cosmodrome, Russia",Tsyklon-3 | Cosmos 1544,StatusRetired,,Success,3/15/1984,1984,March,Russia,61.52401,105.318756
2214,RVSN USSR,"Site 16/2, Plesetsk Cosmodrome, Russia",Molniya-M /Block 2BL | Cosmos 1541,StatusRetired,,Success,3/6/1984,1984,March,Russia,61.52401,105.318756
2215,ESA,"ELV-1 (SLV), Guiana Space Centre, French Guiana, France",Ariane 1 | Intelsat 508,StatusRetired,,Success,3/5/1984,1984,March,France,46.227638,2.213749
2216,RVSN USSR,"Site 132/1, Plesetsk Cosmodrome, Russia",Cosmos-3M (11K65M) | Cosmos 1538,StatusRetired,,Success,2/21/1984,1984,February,Russia,61.52401,105.318756
2217,ISAS,"Mu Pad, Uchinoura Space Center, Japan",Mu-III S | Ohzora,StatusRetired,,Success,2/14/1984,1984,February,Japan,36.204824,138.252924
2218,RVSN USSR,"Site 32/2, Plesetsk Cosmodrome, Russia",Tsyklon-3 | Cosmos 1536,StatusRetired,,Success,2/8/1984,1984,February,Russia,61.52401,105.318756
2219,General Dynamics,"SLC-3E, Vandenberg AFB, California, USA",Atlas-H MSD | NOSS-7,StatusRetired,,Success,2/5/1984,1984,February,USA,37.09024,-95.712891
2220,NASA,"LC-39A, Kennedy Space Center, Florida, USA",Space Shuttle Challenger | STS-41-B,StatusRetired,$450.00 ,Success,2/3/1984,1984,February,USA,37.09024,-95.712891
2221,RVSN USSR,"Site 132/1, Plesetsk Cosmodrome, Russia",Cosmos-3M (11K65M) | Cosmos 1535,StatusRetired,,Success,2/2/1984,1984,February,Russia,61.52401,105.318756
2222,Martin Marietta,"SLC-40, Cape Canaveral AFS, Florida, USA",Titan 34D | OPS-0441 (Vortex),StatusRetired,,Success,1/31/1984,1984,January,USA,37.09024,-95.712891
2223,CASC,"LC-3, Xichang Satellite Launch Center, China",Long March 3 | STTW 1 (Dong Fang Hong 2),StatusRetired,,Partial Failure,1/29/1984,1984,January,China,35.86166,104.195397
2224,RVSN USSR,"Site 132/2, Plesetsk Cosmodrome, Russia",Cosmos-3M (11K65M) | Cosmos 1534,StatusRetired,,Success,1/26/1984,1984,January,Russia,61.52401,105.318756
2225,MHI,"LA-Y1, Tanegashima Space Center, Japan",N-II Star-37E | Yuri 2a,StatusRetired,,Success,1/23/1984,1984,January,Japan,36.204824,138.252924
2226,RVSN USSR,"Site 132/2, Plesetsk Cosmodrome, Russia",Cosmos-3M (11K65M) | Cosmos 1531,StatusRetired,,Success,1/11/1984,1984,January,Russia,61.52401,105.318756
2227,RVSN USSR,"Site 132/2, Plesetsk Cosmodrome, Russia",Cosmos-3M (11K65M) | Cosmos 1522 to 1529,StatusRetired,,Success,1/5/1984,1984,January,Russia,61.52401,105.318756
2228,RVSN USSR,"Site 16/2, Plesetsk Cosmodrome, Russia",Molniya-M /Block 2BL | Cosmos 1518,StatusRetired,,Success,12/28/1983,1983,December,Russia,61.52401,105.318756
2229,RVSN USSR,"Site 86/1, Kapustin Yar, Russia",Cosmos-3MRB (65MRB) | Cosmos 1517 (BOR-4 Space Shuttle),StatusRetired,,Success,12/27/1983,1983,December,Russia,61.52401,105.318756
2230,RVSN USSR,"Site 41/1, Plesetsk Cosmodrome, Russia",Molniya-M /Block ML | Molniya-3 n†­109,StatusRetired,,Success,12/21/1983,1983,December,Russia,61.52401,105.318756
2231,RVSN USSR,"Site 32/2, Plesetsk Cosmodrome, Russia",Tsyklon-3 | Cosmos 1515,StatusRetired,,Success,12/15/1983,1983,December,Russia,61.52401,105.318756
2232,RVSN USSR,"Site 132/2, Plesetsk Cosmodrome, Russia",Cosmos-3M (11K65M) | Cosmos 1513,StatusRetired,,Success,12/8/1983,1983,December,Russia,61.52401,105.318756
2233,NASA,"LC-39A, Kennedy Space Center, Florida, USA",Space Shuttle Columbia | STS-9,StatusRetired,$450.00 ,Success,11/28/1983,1983,November,USA,37.09024,-95.712891
2234,RVSN USSR,"Site 32/2, Plesetsk Cosmodrome, Russia",Tsyklon-3 | Cosmos 1510,StatusRetired,,Success,11/24/1983,1983,November,Russia,61.52401,105.318756
2235,RVSN USSR,"Site 41/1, Plesetsk Cosmodrome, Russia",Molniya-M /Block ML | Molniya-1 n†­108,StatusRetired,,Success,11/23/1983,1983,November,Russia,61.52401,105.318756
2236,General Dynamics,"SLC-3W, Vandenberg AFB, California, USA",Atlas-E/F Star-37S-ISS | DMSP 5D-2/F7,StatusRetired,,Success,11/18/1983,1983,November,USA,37.09024,-95.712891
2237,RVSN USSR,"Site 132/2, Plesetsk Cosmodrome, Russia",Cosmos-3M (11K65M) | Cosmos 1508,StatusRetired,,Success,11/11/1983,1983,November,Russia,61.52401,105.318756
2238,RVSN USSR,"Site 90/20, Baikonur Cosmodrome, Kazakhstan",Tsyklon-2 | Cosmos 1507,StatusRetired,,Success,10/29/1983,1983,October,Kazakhstan,48.019573,66.923684
2239,RVSN USSR,"Site 16/2, Plesetsk Cosmodrome, Russia",Vostok-2M | Meteor-2 n†­11,StatusRetired,,Success,10/28/1983,1983,October,Russia,61.52401,105.318756
2240,RVSN USSR,"Site 132/1, Plesetsk Cosmodrome, Russia",Cosmos-3M (11K65M) | Cosmos 1506,StatusRetired,,Success,10/26/1983,1983,October,Russia,61.52401,105.318756
2241,ESA,"ELV-1 (SLV), Guiana Space Centre, French Guiana, France",Ariane 1 | Intelsat 507,StatusRetired,,Success,10/19/1983,1983,October,France,46.227638,2.213749
2242,RVSN USSR,"Site 132/1, Plesetsk Cosmodrome, Russia",Cosmos-3M (11K65M) | Cosmos 1503,StatusRetired,,Success,10/12/1983,1983,October,Russia,61.52401,105.318756
2243,RVSN USSR,"Site 132/1, Plesetsk Cosmodrome, Russia",Cosmos-3M (11K65M) | Cosmos 1502,StatusRetired,,Success,10/5/1983,1983,October,Russia,61.52401,105.318756
2244,RVSN USSR,"Site 132/1, Plesetsk Cosmodrome, Russia",Cosmos-3M (11K65M) | Cosmos 1501,StatusRetired,,Success,9/30/1983,1983,September,Russia,61.52401,105.318756
2245,RVSN USSR,"Site 32/1, Plesetsk Cosmodrome, Russia",Tsyklon-3 | Cosmos 1500,StatusRetired,,Success,9/28/1983,1983,September,Russia,61.52401,105.318756
2246,NASA,"LC-39A, Kennedy Space Center, Florida, USA",Space Shuttle Challenger | STS-8,StatusRetired,$450.00 ,Success,9/5/1983,1983,September,USA,37.09024,-95.712891
2247,RVSN USSR,"Site 107/1, Kapustin Yar, Russia",Cosmos-3M (11K65M) | Cosmos 1494,StatusRetired,,Success,8/31/1983,1983,August,Russia,61.52401,105.318756
2248,RVSN USSR,"Site 41/1, Plesetsk Cosmodrome, Russia",Molniya-M /Block ML | Molniya-3 n†­107,StatusRetired,,Success,8/30/1983,1983,August,Russia,61.52401,105.318756
2249,CASC,"Site 138 (LA-2B), Jiuquan Satellite Launch Center, China",Long March 2C | FSW-0 No.5,StatusActive,$30.80 ,Success,8/19/1983,1983,August,China,35.86166,104.195397
2250,MHI,"LA-Y1, Tanegashima Space Center, Japan",N-II Star-37E | Sakura 2b,StatusRetired,,Success,8/5/1983,1983,August,Japan,36.204824,138.252924
2251,RVSN USSR,"Site 132/2, Plesetsk Cosmodrome, Russia",Cosmos-3M (11K65M) | Cosmos 1486,StatusRetired,,Success,8/3/1983,1983,August,Russia,61.52401,105.318756
2252,Martin Marietta,"SLC-4W, Vandenberg AFB, California, USA",Titan III(34)B Agena-D | Jumpseat 7,StatusRetired,,Success,7/31/1983,1983,July,USA,37.09024,-95.712891
2253,RVSN USSR,"Site 31/6, Baikonur Cosmodrome, Kazakhstan",Vostok-2M | Cosmos 1484,StatusRetired,,Success,7/24/1983,1983,July,Kazakhstan,48.019573,66.923684
2254,RVSN USSR,"Site 1/5, Baikonur Cosmodrome, Kazakhstan",Molniya-M /Block ML | Molniya-1 n†­106,StatusRetired,,Success,7/19/1983,1983,July,Kazakhstan,48.019573,66.923684
2255,General Dynamics,"SLC-3W, Vandenberg AFB, California, USA",Atlas-E/F SGS-2 | GPS-8,StatusRetired,,Success,7/14/1983,1983,July,USA,37.09024,-95.712891
2256,RVSN USSR,"Site 43/4, Plesetsk Cosmodrome, Russia",Molniya-M /Block 2BL | Cosmos 1481,StatusRetired,,Success,7/8/1983,1983,July,Russia,61.52401,105.318756
2257,RVSN USSR,"Site 132/2, Plesetsk Cosmodrome, Russia",Cosmos-3M (11K65M) | Cosmos 1473 to 1480,StatusRetired,,Success,7/6/1983,1983,July,Russia,61.52401,105.318756
2258,RVSN USSR,"Site 31/6, Baikonur Cosmodrome, Kazakhstan",Molniya-M /Block SO-L | Prognoz n†­9,StatusRetired,,Success,7/1/1983,1983,July,Kazakhstan,48.019573,66.923684
2259,RVSN USSR,"Site 32/2, Plesetsk Cosmodrome, Russia",Tsyklon-3 | Cosmos 1470,StatusRetired,,Success,6/22/1983,1983,June,Russia,61.52401,105.318756
2260,Martin Marietta,"SLC-4E, Vandenberg AFB, California, USA",Titan 34D | OPS-0721 (KH-9),StatusRetired,,Success,6/20/1983,1983,June,USA,37.09024,-95.712891
2261,NASA,"LC-39A, Kennedy Space Center, Florida, USA",Space Shuttle Challenger | STS-7,StatusRetired,$450.00 ,Success,6/18/1983,1983,June,USA,37.09024,-95.712891
2262,ESA,"ELV-1 (SLV), Guiana Space Centre, French Guiana, France",Ariane 1 | ECS 1 & Oscar-10,StatusRetired,,Success,6/16/1983,1983,June,France,46.227638,2.213749
2263,General Dynamics,"SLC-3E, Vandenberg AFB, California, USA",Atlas-H MSD | NOSS-6,StatusRetired,,Success,6/9/1983,1983,June,USA,37.09024,-95.712891
2264,RVSN USSR,"Site 107/1, Kapustin Yar, Russia",Cosmos-3M (11K65M) | Cosmos 1465,StatusRetired,,Success,5/26/1983,1983,May,Russia,61.52401,105.318756
2265,RVSN USSR,"Site 132/1, Plesetsk Cosmodrome, Russia",Cosmos-3M (11K65M) | Cosmos 1464,StatusRetired,,Success,5/24/1983,1983,May,Russia,61.52401,105.318756
2266,General Dynamics,"SLC-36A, Cape Canaveral AFS, Florida, USA",Atlas-SLV3D Centaur-D1AR | Intelsat V -506,StatusRetired,,Success,5/19/1983,1983,May,USA,37.09024,-95.712891
2267,RVSN USSR,"Site 132/1, Plesetsk Cosmodrome, Russia",Cosmos-3M (11K65M) | Cosmos 1463,StatusRetired,,Success,5/19/1983,1983,May,Russia,61.52401,105.318756
2268,RVSN USSR,"Site 90/19, Baikonur Cosmodrome, Kazakhstan",Tsyklon-2 | Cosmos 1461,StatusRetired,,Success,5/7/1983,1983,May,Kazakhstan,48.019573,66.923684
2269,RVSN USSR,"Site 132/1, Plesetsk Cosmodrome, Russia",Cosmos-3M (11K65M) | Cosmos 1459,StatusRetired,,Success,5/6/1983,1983,May,Russia,61.52401,105.318756
2270,RVSN USSR,"Site 86/1, Kapustin Yar, Russia",Cosmos-3MRB (65MRB) | BOR-5 Shuttle,StatusRetired,,Success,5/4/1983,1983,May,Russia,61.52401,105.318756
2271,RVSN USSR,"Site 16/2, Plesetsk Cosmodrome, Russia",Molniya-M /Block 2BL | Cosmos 1456,StatusRetired,,Success,4/25/1983,1983,April,Russia,61.52401,105.318756
2272,RVSN USSR,"Site 32/2, Plesetsk Cosmodrome, Russia",Tsyklon-3 | Cosmos 1455,StatusRetired,,Success,4/23/1983,1983,April,Russia,61.52401,105.318756
2273,RVSN USSR,"Site 132/2, Plesetsk Cosmodrome, Russia",Cosmos-3M (11K65M) | Cosmos 1453,StatusRetired,,Success,4/19/1983,1983,April,Russia,61.52401,105.318756
2274,US Air Force,"SLC-4W, Vandenberg AFB, California, USA",Titan III(24)B | OPS 2925,StatusRetired,,Success,4/17/1983,1983,April,USA,37.09024,-95.712891
2275,ISRO,"SLV LP, Satish Dhawan Space Centre, India",SLV-3 | Rohini RS-D2,StatusRetired,,Success,4/17/1983,1983,April,India,20.593684,78.96288
2276,RVSN USSR,"Site 132/2, Plesetsk Cosmodrome, Russia",Cosmos-3M (11K65M) | Cosmos 1452,StatusRetired,,Success,4/12/1983,1983,April,Russia,61.52401,105.318756
2277,RVSN USSR,"Site 132/1, Plesetsk Cosmodrome, Russia",Cosmos-3M (11K65M) | Cosmos 1450,StatusRetired,,Success,4/6/1983,1983,April,Russia,61.52401,105.318756
2278,NASA,"LC-39A, Kennedy Space Center, Florida, USA",Space Shuttle Challenger | STS-6,StatusRetired,$450.00 ,Success,4/4/1983,1983,April,USA,37.09024,-95.712891
2279,RVSN USSR,"Site 1/5, Baikonur Cosmodrome, Kazakhstan",Molniya-M /Block ML | Molniya-1 n†­105,StatusRetired,,Success,4/2/1983,1983,April,Kazakhstan,48.019573,66.923684
2280,RVSN USSR,"Site 132/1, Plesetsk Cosmodrome, Russia",Cosmos-3M (11K65M) | Cosmos 1448,StatusRetired,,Success,3/30/1983,1983,March,Russia,61.52401,105.318756
2281,General Dynamics,"SLC-3W, Vandenberg AFB, California, USA",Atlas-E/F Star-37S-ISS | NOAA-E,StatusRetired,,Success,3/28/1983,1983,March,USA,37.09024,-95.712891
2282,RVSN USSR,"Site 132/2, Plesetsk Cosmodrome, Russia",Cosmos-3M (11K65M) | Cosmos 1447,StatusRetired,,Success,3/24/1983,1983,March,Russia,61.52401,105.318756
2283,RVSN USSR,"Site 41/1, Plesetsk Cosmodrome, Russia",Molniya-M /Block ML | Molniya-1 n†­104,StatusRetired,,Success,3/16/1983,1983,March,Russia,61.52401,105.318756
2284,RVSN USSR,"Site 86/1, Kapustin Yar, Russia",Cosmos-3MRB (65MRB) | Cosmos 1445 (BOR-4 Space Shuttle),StatusRetired,,Success,3/15/1983,1983,March,Russia,61.52401,105.318756
2285,RVSN USSR,"Site 41/1, Plesetsk Cosmodrome, Russia",Molniya-M /Block ML | Molniya-3 n†­103,StatusRetired,,Success,3/11/1983,1983,March,Russia,61.52401,105.318756
2286,ISAS,"Mu Pad, Uchinoura Space Center, Japan",Mu-III S | Tenma,StatusRetired,,Success,2/20/1983,1983,February,Japan,36.204824,138.252924
2287,RVSN USSR,"Site 16/2, Plesetsk Cosmodrome, Russia",Vostok-2M | Cosmos 1441,StatusRetired,,Success,2/16/1983,1983,February,Russia,61.52401,105.318756
2288,General Dynamics,"SLC-3E, Vandenberg AFB, California, USA",Atlas-H MSD | NOSS-5,StatusRetired,,Success,2/9/1983,1983,February,USA,37.09024,-95.712891
2289,MHI,"LA-Y1, Tanegashima Space Center, Japan",N-II Star-37E | Sakura 2a,StatusRetired,,Success,2/4/1983,1983,February,Japan,36.204824,138.252924
